artist,song,duration_ms,year,popularity,danceability,energy,tempo,genre
Pitbull,I Know You Want Me (Calle Ocho),237120,2009,59,0.825,0.743,127.045,"hip hop, pop, latin"
Mariah Carey,Obsessed,242200,2009,66,0.742,0.468,86.443,"pop, R&B"
Beyoncé,Sweet Dreams,208066,2008,48,0.694,0.825,121.949,"pop, R&B"
Agnes,Release Me,256213,2009,65,0.621,0.923,127.973,"pop, Dance/Electronic"
Black Eyed Peas,Boom Boom Pow,251440,2009,68,0.867,0.857,130.048,"hip hop, pop"
Shakira,She Wolf,188866,2009,68,0.865,0.69,121.983,"pop, latin"
Lady Gaga,Paparazzi,208306,2008,70,0.762,0.692,114.906,pop
JAY-Z,Empire State Of Mind,276920,2009,82,0.491,0.956,173.585,hip hop
OneRepublic,All The Right Moves,238000,2009,65,0.529,0.948,146.024,pop
Jeremih,Birthday Sex,226506,2009,67,0.677,0.523,60.019,"hip hop, pop, R&B"
Cascada,Evacuate The Dancefloor,207200,2009,63,0.762,0.702,127.029,"hip hop, pop, Dance/Electronic"
Linkin Park,New Divide,268613,2009,68,0.493,0.808,117.971,"rock, metal"
Kevin Rudolf,Let It Rock,231173,2008,66,0.607,0.783,113.172,"hip hop, pop"
JAY-Z,Run This Town,267520,2009,75,0.632,0.924,86.844,hip hop
Lady Gaga,Bad Romance,294573,2009,80,0.696,0.921,119.001,pop
T.I.,Live Your Life,338853,2008,75,0.375,0.862,159.841,"hip hop, pop"
Eminem,We Made You,269613,2009,63,0.924,0.853,114.003,hip hop
Dizzee Rascal,Bonkers,177573,2011,38,0.624,0.977,126.127,"hip hop, pop, Dance/Electronic"
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,2009,58,0.893,0.666,107.011,"pop, R&B"
Rihanna,Russian Roulette,227533,2009,64,0.48,0.486,80.051,"hip hop, pop, R&B"
Soulja Boy,Turn My Swag On,206333,2008,59,0.546,0.712,150.154,"hip hop, pop"
The xx,Intro,127920,2009,2,0.617,0.778,100.363,rock
Jay Sean,Down,212106,2009,3,0.657,0.695,65.997,"hip hop, pop, R&B"
Keri Hilson,Turnin Me On - Original Dirty,248066,2008,41,0.661,0.584,159.873,"pop, R&B"
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,2010,69,0.675,0.862,129.967,"hip hop, pop, Dance/Electronic"
Cheryl,Fight For This Love,223253,2009,65,0.739,0.741,122.988,"pop, Dance/Electronic"
Soulja Boy,Kiss Me Thru The Phone,193386,2008,76,0.758,0.712,149.998,"hip hop, pop"
Eminem,Crack A Bottle,297520,2009,70,0.516,0.874,169.561,hip hop
P!nk,Sober,251440,2010,46,0.614,0.792,91.066,pop
Tinchy Stryder,Number 1,212773,2009,59,0.581,0.824,114.912,"pop, Dance/Electronic"
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",196520,2009,54,0.451,0.873,119.918,"pop, Dance/Electronic"
JLS,Beat Again - Radio Edit,196640,2009,0,0.894,0.93,120.02,pop
3OH!3,DONTTRUSTME,192573,2008,70,0.791,0.713,130.012,"hip hop, pop, rock"
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,2009,65,0.657,0.941,136.202,set()
The Pussycat Dolls,I Hate This Part,218400,2008,64,0.756,0.612,111.572,"pop, R&B"
Akon,Beautiful,312986,2008,65,0.74,0.945,130.015,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,2009,57,0.67,0.866,140.029,pop
Mario,Break Up,249026,2009,51,0.44,0.517,73.881,"pop, R&B"
Drake,Forever,357706,2009,73,0.457,0.906,104.02,"hip hop, pop, R&B"
Selena Gomez & The Scene,Naturally,202586,2009,63,0.605,0.902,132.612,"pop, Dance/Electronic"
Kanye West,Love Lockdown,270306,2008,66,0.76,0.524,119.603,hip hop
The Veronicas,Untouched,255360,2005,58,0.557,0.783,177.008,"pop, Dance/Electronic"
Fabolous,Throw It In The Bag,231573,2009,59,0.789,0.55,172.049,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,221253,2010,70,0.615,0.711,144.036,"hip hop, pop"
Lily Allen,Not Fair,201213,2009,54,0.719,0.861,121.491,pop
T.I.,Dead And Gone,299746,2008,68,0.713,0.746,135.021,"hip hop, pop"
Sean Kingston,Fire Burning,239986,2009,71,0.839,0.804,122.973,"hip hop, pop, R&B"
Empire of the Sun,Walking On A Dream,198440,2008,77,0.871,0.701,126.975,"rock, pop, Dance/Electronic"
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,2009,65,0.594,0.874,119.964,"pop, Dance/Electronic"
Nickelback,If Today Was Your Last Day,249066,2008,66,0.485,0.911,89.956,"rock, metal"
La Roux,Bulletproof,205733,2009,71,0.674,0.882,123.016,"pop, Dance/Electronic"
Kasabian,Fire,252279,2009,64,0.525,0.742,117.029,rock
Calvin Harris,I'm Not Alone - Radio Edit,210973,2009,55,0.597,0.684,130.99,"hip hop, pop, Dance/Electronic"
Justin Bieber,One Time,215866,2009,71,0.691,0.853,145.999,pop
Jamie Foxx,Blame It,289746,2008,65,0.673,0.614,176.052,"hip hop, pop, R&B"
La Roux,In For The Kill,248626,2009,59,0.629,0.969,150.01,"pop, Dance/Electronic"
Muse,Uprising,304840,2009,75,0.602,0.905,128.019,rock
Nickelback,Gotta Be Somebody,252653,2008,62,0.536,0.89,115.998,"rock, metal"
James Morrison,Broken Strings,250453,2008,70,0.57,0.717,111.91,"pop, R&B"
T.I.,Whatever You Like,249533,2008,74,0.68,0.687,150.053,"hip hop, pop"
Dizzee Rascal,Holiday,220626,2011,60,0.545,0.918,117.985,"hip hop, pop, Dance/Electronic"
Beyoncé,Single Ladies (Put a Ring on It),193213,2008,67,0.426,0.584,193.437,"pop, R&B"
Boys Like Girls,Love Drunk,226706,2009,64,0.44,0.976,150.005,pop
The-Dream,Rockin' That Shit,221920,2009,62,0.672,0.62,78.005,"hip hop, pop, R&B"
OneRepublic,Secrets,224693,2009,74,0.516,0.764,148.021,pop
JLS,Everybody in Love,195586,2013,39,0.705,0.783,140.022,pop
Jason Aldean,Big Green Tractor,204200,2009,50,0.616,0.596,137.077,country
The Fray,Never Say Never,256613,2009,67,0.23,0.492,160.139,pop
Lily Allen,The Fear,207120,2009,53,0.661,0.847,134.002,pop
Kings of Leon,Sex on Fire,203346,2008,80,0.542,0.905,153.398,rock
Drake,Best I Ever Had,258760,2010,54,0.431,0.894,162.161,"hip hop, pop, R&B"
Kelly Clarkson,Already Gone,281560,2009,56,0.209,0.872,78.139,"pop, R&B"
Miley Cyrus,Party In The U.S.A.,202066,2009,79,0.652,0.698,96.021,pop
Jordin Sparks,Battlefield,241920,2009,57,0.613,0.634,144.953,"pop, R&B"
Ne-Yo,Mad,254533,2008,64,0.731,0.644,129.94,"pop, R&B"
Green Day,21 Guns,321093,2009,73,0.268,0.742,159.779,rock
Keri Hilson,Knock You Down,326186,2009,57,0.588,0.877,155.165,"pop, R&B"
Taylor Swift,You Belong With Me,231146,2008,55,0.687,0.771,129.964,pop
Shinedown,Second Chance,222066,2008,67,0.46,0.796,100.011,"rock, metal"
Asher Roth,I Love College,241933,2009,62,0.713,0.826,86.444,"hip hop, pop"
Katy Perry,Waking Up In Vegas,199186,2008,49,0.524,0.878,130.989,pop
Kelly Clarkson,My Life Would Suck Without You,211493,2009,68,0.526,0.882,144.982,"pop, R&B"
Mumford & Sons,Little Lion Man,245173,2009,68,0.517,0.492,138.585,"Folk/Acoustic, rock, pop"
The Fray,You Found Me,241853,2009,73,0.338,0.803,151.994,pop
Bruno Mars,Just the Way You Are,220734,2010,77,0.635,0.841,109.021,pop
Eminem,Love The Way You Lie,263373,2010,81,0.749,0.925,86.989,hip hop
Lady Gaga,Bad Romance,294573,2009,80,0.696,0.921,119.001,pop
Stromae,Alors on danse - Radio Edit,206066,2010,77,0.791,0.59,119.951,pop
Kesha,TiK ToK,199693,2010,80,0.755,0.837,120.028,"pop, Dance/Electronic"
David Guetta,Memories (feat. Kid Cudi),210853,2010,76,0.546,0.916,129.983,"hip hop, pop, Dance/Electronic"
Taio Cruz,Dynamite,202613,2010,80,0.751,0.783,119.975,"hip hop, pop"
Rihanna,Only Girl (In The World),235493,2010,73,0.789,0.716,125.906,"hip hop, pop, R&B"
Katy Perry,California Gurls,234653,2012,72,0.791,0.754,125.014,pop
Kesha,Take It Off,215200,2010,68,0.729,0.675,125.036,"pop, Dance/Electronic"
INNA,Hot - Play & Win Radio Version,217036,2010,42,0.817,0.939,128,pop
Far East Movement,Like A G6,216893,2010,73,0.435,0.837,124.913,"hip hop, pop"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,2010,62,0.615,0.913,129.944,"hip hop, pop, Dance/Electronic"
Duck Sauce,Barbra Streisand - Radio Edit,196533,2010,46,0.769,0.922,127.965,Dance/Electronic
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,0,0.622,0.942,130.003,latin
Rihanna,Te Amo,208426,2009,67,0.567,0.707,171.917,"hip hop, pop, R&B"
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,69,0.531,0.574,115.68,"hip hop, pop, R&B"
DJ Fresh,Gold Dust - Radio Edit,192446,2010,63,0.451,0.948,176.985,"pop, Dance/Electronic"
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,0.783,127.041,pop
Taio Cruz,Break Your Heart,201546,2010,74,0.607,0.934,122.01,"hip hop, pop"
Black Eyed Peas,Imma Be,257560,2009,61,0.597,0.517,92.035,"hip hop, pop"
Sidney Samson,Riverside,320348,2009,47,0.804,0.976,125.997,Dance/Electronic
Eminem,Not Afraid,248133,2010,79,0.855,0.954,114.635,hip hop
Lady Gaga,Alejandro,274213,2009,67,0.623,0.793,98.998,pop
Rihanna,Rude Boy,222920,2009,74,0.563,0.75,173.906,"hip hop, pop, R&B"
Ne-Yo,Beautiful Monster,251573,2010,57,0.708,0.771,128.013,"pop, R&B"
3OH!3,Starstrukk,203093,2010,32,0.605,0.795,139.896,"hip hop, pop, rock"
Black Eyed Peas,The Time (Dirty Bit),307640,2010,69,0.816,0.813,127.979,"hip hop, pop"
Kelly Rowland,Commander,218106,2011,59,0.395,0.876,124.638,"hip hop, pop, R&B"
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,63,0.733,0.673,125.061,"pop, Dance/Electronic"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,2011,68,0.692,0.736,73.987,"hip hop, pop, R&B"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,79,0.663,0.861,119.963,"hip hop, pop, R&B"
Iyaz,Replay,182306,2009,75,0.706,0.751,91.031,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,76,0.616,0.869,127.966,"hip hop, pop"
Sean Kingston,Eenie Meenie,201946,2010,74,0.72,0.607,121.223,"hip hop, pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,58,0.76,0.595,131.497,"hip hop, pop"
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,57,0.656,0.931,91.881,"hip hop, pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,217866,2010,76,0.498,0.59,145.867,pop
Miley Cyrus,Can't Be Tamed,168213,2010,0,0.63,0.91,116.98,pop
Mike Posner,Cooler Than Me - Single Mix,213293,2010,75,0.768,0.82,129.965,"hip hop, pop, Dance/Electronic"
Lady Gaga,Telephone,220640,2009,69,0.824,0.836,122.014,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,1,0.901,0.805,124.996,Dance/Electronic
Rihanna,Hard,250600,2009,55,0.31,0.746,182.032,"hip hop, pop, R&B"
Tinie Tempah,Pass Out,268053,2010,53,0.693,0.891,91.1,"hip hop, pop, Dance/Electronic"
Adam Lambert,Whataya Want from Me,227320,2009,57,0.438,0.672,185.934,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,2010,0,0.845,0.601,74.008,"hip hop, pop, R&B"
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,68,0.652,0.605,126.091,"hip hop, pop, R&B"
Enrique Iglesias,I Like It,231373,2010,63,0.648,0.942,129.007,"pop, latin"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,2010,0,0.515,0.837,126.026,"pop, Dance/Electronic"
Usher,OMG (feat. will.i.am),269493,2010,73,0.781,0.745,129.998,"hip hop, pop, R&B"
Maroon 5,Misery,216200,2010,67,0.703,0.81,102.978,pop
Jay Sean,Down,212106,2009,3,0.657,0.695,65.997,"hip hop, pop, R&B"
Rihanna,Man Down,267000,2010,68,0.47,0.904,155.788,"hip hop, pop, R&B"
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,62,0.682,0.889,138.021,"hip hop, pop, rock"
Justin Bieber,Baby,214240,2010,81,0.728,0.859,65.043,pop
Cali Swag District,Teach Me How to Dougie,237480,2011,66,0.846,0.438,85.013,"hip hop, pop"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,2010,54,0.736,0.929,125.03,"pop, Dance/Electronic"
K'NAAN,Wavin' Flag,220520,2009,57,0.625,0.699,75.974,set()
Ludacris,How Low,201586,2010,63,0.785,0.498,143.96,"hip hop, pop"
Kesha,Blah Blah Blah (feat. 3OH!3),172053,2010,61,0.752,0.836,120.003,"pop, Dance/Electronic"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,2010,51,0.544,0.781,150.1,"hip hop, pop"
Jason Derulo,In My Head,199026,2010,65,0.762,0.748,110.009,"hip hop, pop"
Aloe Blacc,I Need A Dollar,243053,2010,1,0.84,0.482,95.498,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,2010,74,0.66,0.867,93.033,"hip hop, pop"
Ludacris,My Chick Bad,216933,2010,68,0.624,0.723,84.789,"hip hop, pop"
Nelly,Just A Dream,237800,2010,73,0.531,0.752,89.917,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,2010,66,0.692,0.786,100.025,"hip hop, pop, R&B"
Shontelle,Impossible,226533,2010,35,0.599,0.624,90.034,"pop, R&B"
Take That,The Flood,289359,2010,57,0.514,0.83,100.631,pop
Trey Songz,Say Aah (feat. Fabolous),207546,2009,54,0.724,0.87,93.01,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,221253,2010,70,0.615,0.711,144.036,"hip hop, pop"
Drake,Over,233560,2010,57,0.325,0.848,100.093,"hip hop, pop, R&B"
Example,Kickstarts,181826,2010,63,0.61,0.836,126.056,"pop, Dance/Electronic"
Plan B,She Said,208853,2010,62,0.72,0.538,147.007,Dance/Electronic
The Saturdays,Higher,207613,2010,61,0.639,0.862,117.011,"pop, Dance/Electronic"
Jay Sean,Do You Remember,210306,2009,2,0.855,0.668,125.846,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),224093,2010,60,0.59,0.698,95.975,"hip hop, pop, R&B"
Lil Wayne,Right Above It,271946,2010,68,0.376,0.841,76.052,"hip hop, pop"
The Wanted,All Time Low,205200,2010,18,0.689,0.615,134.036,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,187133,2010,69,0.826,0.612,120.057,"pop, Dance/Electronic"
Ellie Goulding,Starry Eyed,176613,2010,54,0.504,0.814,149.967,"pop, rock, Dance/Electronic"
Drake,Find Your Love,208946,2010,56,0.625,0.613,96.033,"hip hop, pop, R&B"
Jason Derulo,Ridin' Solo,215746,2010,66,0.442,0.83,89.338,"hip hop, pop"
Two Door Cinema Club,What You Know,189693,2010,0,0.55,0.753,139.048,"World/Traditional, rock, pop"
JAY-Z,Young Forever,253906,2009,65,0.637,0.69,140.329,hip hop
Young Money,BedRock,288133,2009,71,0.733,0.664,148.005,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,74,0.688,0.853,103.993,"hip hop, pop"
Katy Perry,Teenage Dream,227741,2010,69,0.719,0.798,120.011,pop
Scouting For Girls,This Ain't a Love Song,210680,2017,52,0.458,0.905,176.667,"pop, rock"
Travie McCoy,Billionaire (feat. Bruno Mars),211160,2010,72,0.633,0.673,86.776,"hip hop, pop"
Owl City,Fireflies,228346,2009,78,0.512,0.662,180.114,"rock, pop"
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,71,0.484,0.368,92.923,"pop, R&B"
Lady A,Need You Now,236440,2010,73,0.581,0.717,107.884,"pop, country"
Taylor Swift,Back To December,293026,2010,65,0.529,0.67,141.893,pop
Neon Trees,Animal,212306,2010,64,0.482,0.829,147.99,"rock, pop"
Kris Allen,Live Like We're Dying,212506,2009,51,0.589,0.893,92.011,pop
Matt Cardle,When We Collide,226000,2011,46,0.443,0.683,81.986,pop
Robyn,Dancing On My Own,288670,2010,0,0.687,0.865,117.015,"pop, Dance/Electronic"
The Band Perry,If I Die Young,222773,2010,64,0.606,0.497,130.739,country
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,65,0.549,0.932,82.439,"hip hop, pop"
Adele,Rolling in the Deep,228093,2011,2,0.73,0.77,104.948,"pop, R&B"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,2010,77,0.722,0.761,128.044,pop
LMFAO,Party Rock Anthem,262146,2011,73,0.751,0.736,130.014,"hip hop, pop, Dance/Electronic"
Katy Perry,Firework,227893,2010,72,0.638,0.832,124.071,pop
Bruno Mars,Grenade,222091,2010,78,0.704,0.558,110.444,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,71,0.595,0.912,128.024,"hip hop, pop, latin"
Alexandra Stan,Mr. Saxobeat,195105,2011,0,0.726,0.931,126.976,"pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,71,0.675,0.602,127.938,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,On The Floor,284866,2011,79,0.73,0.777,130,"hip hop, pop, R&B"
Rihanna,S&M,243533,2010,73,0.767,0.682,127.975,"hip hop, pop, R&B"
Kesha,Blow,219973,2010,69,0.753,0.729,120.013,"pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,195986,2011,68,0.813,0.732,130.02,"hip hop, pop"
Taio Cruz,Higher,187626,2010,61,0.672,0.907,128.027,"hip hop, pop"
Usher,More - RedOne Jimmy Joker Remix,219986,2010,67,0.551,0.893,125.083,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,42,0.578,0.857,126.979,"pop, Dance/Electronic"
Black Eyed Peas,Just Can’t Get Enough,219426,2010,76,0.659,0.628,94.05,"hip hop, pop"
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,2012,72,0.666,0.876,129.884,"hip hop, pop, Dance/Electronic"
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,51,0.786,0.709,122.019,"pop, Dance/Electronic"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,2011,81,0.671,0.939,129.024,"hip hop, pop, latin"
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,79,0.858,0.678,117.009,"pop, Dance/Electronic"
Wiz Khalifa,Black and Yellow,217666,2011,75,0.684,0.834,164.02,"hip hop, pop"
Katy Perry,E.T.,229573,2012,65,0.62,0.869,151.684,pop
Britney Spears,I Wanna Go,210266,2011,66,0.696,0.546,130.002,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,81,0.646,0.795,89.99,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,184573,2010,66,0.799,0.783,127.041,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,2010,63,0.648,0.89,125.953,"pop, latin"
Jeremih,Down On Me,228453,2010,72,0.7,0.598,160.041,"hip hop, pop, R&B"
Sak Noel,Loca People - Radio Edit,215624,2011,49,0.926,0.808,127.998,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,61,0.843,0.881,110.621,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,2011,67,0.707,0.861,130.021,"hip hop, pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,70,0.668,0.857,131.959,"pop, Dance/Electronic"
Jessie J,Do It Like A Dude,195240,2011,57,0.663,0.843,140.036,"hip hop, pop"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,55,0.31,0.926,139.85,"pop, Dance/Electronic"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,76,0.76,0.595,131.497,"hip hop, pop"
Nickelback,When We Stand Together,190786,2011,65,0.446,0.9,187.961,"rock, metal"
M83,Midnight City,243960,2011,76,0.507,0.729,105.013,"rock, pop, metal, Dance/Electronic"
Britney Spears,Till the World Ends,237946,2011,65,0.693,0.705,131.951,pop
Labrinth,Earthquake (feat. Tinie Tempah),274600,2012,62,0.54,0.856,153.071,pop
Jason Derulo,Don't Wanna Go Home,206080,2011,63,0.671,0.808,121.956,"hip hop, pop"
Coldplay,Paradise,278719,2011,82,0.449,0.585,139.631,"rock, pop"
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,74,0.649,0.815,126.03,pop
Adele,Set Fire to the Rain,242973,2011,2,0.603,0.67,107.995,"pop, R&B"
Dr. Dre,I Need A Doctor,283733,2011,71,0.594,0.946,155.826,hip hop
Lil Wayne,6 Foot 7 Foot,248586,2011,1,0.364,0.752,79.119,"hip hop, pop"
DJ Khaled,I'm On One,296146,2011,70,0.413,0.807,149.33,"hip hop, pop"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,2011,71,0.767,0.677,146.155,"hip hop, pop, R&B"
Far East Movement,Rocketeer,211253,2010,61,0.664,0.845,96.005,"hip hop, pop"
The Wanted,Glad You Came,197935,2011,77,0.722,0.851,126.885,"pop, Dance/Electronic"
Kesha,We R Who We R,204760,2010,71,0.736,0.817,119.95,"pop, Dance/Electronic"
Kelly Rowland,Motivation,230560,2011,65,0.744,0.672,140.889,"hip hop, pop, R&B"
Rihanna,We Found Love,215226,2011,75,0.735,0.766,127.985,"hip hop, pop, R&B"
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,62,0.66,0.797,110.955,"pop, Dance/Electronic"
Mann,Buzzin Remix,224333,2011,48,0.687,0.939,104.029,"hip hop, pop"
Chris Brown,Yeah 3x,241666,2011,69,0.705,0.882,130,"hip hop, pop, R&B"
Swedish House Mafia,Save The World,213337,2011,65,0.507,0.665,126.879,"pop, Dance/Electronic"
Kanye West,All Of The Lights,299613,2010,76,0.531,0.803,142.113,hip hop
Miguel,Sure Thing,195373,2010,78,0.684,0.607,81.001,"pop, R&B"
Diddy - Dirty Money,Coming Home,238693,2010,69,0.392,0.839,168.001,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,2010,66,0.692,0.786,100.025,"hip hop, pop, R&B"
Chris Brown,Beautiful People,225881,2019,53,0.415,0.775,127.898,"hip hop, pop, R&B"
Avril Lavigne,What the Hell,220706,2011,74,0.578,0.926,149.976,pop
Professor Green,Read All About It,235735,2011,39,0.656,0.752,100.963,Dance/Electronic
Chase & Status,Blind Faith,233666,2011,60,0.45,0.846,140.042,Dance/Electronic
Chip,Champion (feat. Chris Brown),237293,2011,48,0.415,0.934,190.151,"hip hop, Dance/Electronic"
Selena Gomez & The Scene,Who Says,195613,2011,76,0.682,0.927,101.019,"pop, Dance/Electronic"
Rizzle Kicks,Down With The Trumpets,186851,2011,59,0.753,0.88,115.057,hip hop
Lady Gaga,Born This Way,260253,2011,72,0.587,0.828,123.907,pop
Nicki Minaj,Super Bass,200013,2010,0,0.72,0.861,126.991,"hip hop, pop"
Mac Miller,Donald Trump,165908,2011,61,0.636,0.901,162.994,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,62,0.779,0.963,127.941,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),208133,2012,70,0.608,0.614,127.884,"hip hop, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,239600,2011,82,0.733,0.71,127.975,"rock, pop"
Drake,Headlines,235986,2011,74,0.636,0.566,151.894,"hip hop, pop, R&B"
Jessie J,Price Tag,223053,2011,73,0.636,0.831,175.015,"hip hop, pop"
Jason Aldean,Dirt Road Anthem,229413,2010,53,0.678,0.739,127.037,country
Wiz Khalifa,Roll Up,227773,2011,63,0.523,0.805,125.358,"hip hop, pop"
OneRepublic,Good Life,253306,2009,72,0.634,0.69,94.988,pop
Bad Meets Evil,Lighters,303813,2011,68,0.676,0.695,90.268,"hip hop, pop"
Bruno Mars,The Lazy Song,189109,2010,75,0.794,0.711,174.915,pop
Lupe Fiasco,The Show Goes On,239613,2011,70,0.591,0.889,143.067,"hip hop, pop"
James Morrison,I Won't Let You Go,229303,2011,64,0.537,0.611,105.955,"pop, R&B"
Jason Derulo,It Girl,192200,2011,70,0.668,0.718,91.993,"hip hop, pop"
Adele,Someone Like You,285240,2011,4,0.554,0.321,135.047,"pop, R&B"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,65,0.683,0.734,106.254,rock
Keri Hilson,Pretty Girl Rock,243920,2010,67,0.666,0.87,160.014,"pop, R&B"
P!nk,F**kin' Perfect,213413,2010,60,0.563,0.671,91.964,pop
Blake Shelton,Honey Bee,210720,2011,50,0.481,0.849,205.57,country
Lady Gaga,The Edge Of Glory,320546,2011,67,0.583,0.768,127.952,pop
Lady A,Just A Kiss,218840,2011,63,0.593,0.639,142.881,"pop, country"
Hot Chelle Rae,Tonight Tonight,200466,2011,73,0.686,0.783,99.978,"hip hop, pop, rock"
Grouplove,Tongue Tied,218013,2011,79,0.56,0.936,112.96,"pop, rock, Folk/Acoustic"
Coldplay,Every Teardrop Is a Waterfall,240796,2011,69,0.425,0.732,117.98,"rock, pop"
Beyoncé,Best Thing I Never Had,253746,2011,69,0.545,0.649,99.099,"pop, R&B"
P!nk,Raise Your Glass,202960,2010,76,0.7,0.709,122.019,pop
Christina Perri,Jar of Hearts,246587,2011,72,0.349,0.348,74.541,pop
Bruno Mars,Marry You,230192,2010,75,0.621,0.82,144.905,pop
The Band Perry,If I Die Young,222773,2010,64,0.606,0.497,130.739,country
Lil Wayne,How To Love,240306,2011,0,0.644,0.661,153.992,"hip hop, pop"
Charlene Soraia,Wherever You Will Go,197577,2011,60,0.597,0.115,111.202,pop
Christina Perri,A Thousand Years,285120,2011,70,0.421,0.407,139.028,pop
Rihanna,We Found Love,215226,2011,75,0.735,0.766,127.985,"hip hop, pop, R&B"
Carly Rae Jepsen,Call Me Maybe,193400,2012,78,0.783,0.58,120.021,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),250626,2012,76,0.378,0.638,184.086,"rock, pop"
Sean Paul,She Doesn't Mind,227786,2012,70,0.718,0.776,120.015,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),227280,2011,74,0.67,0.855,120.05,"hip hop, pop, latin"
DEV,In The Dark,226226,2012,52,0.736,0.824,124.954,"pop, Dance/Electronic"
Adele,Skyfall,286480,2012,74,0.346,0.552,75.881,"pop, R&B"
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,65,0.704,0.793,127.96,"hip hop, pop, Dance/Electronic"
Rihanna,Where Have You Been,242680,2011,71,0.719,0.847,127.963,"hip hop, pop, R&B"
JAY-Z,Ni**as In Paris,219333,2011,82,0.789,0.858,140.022,hip hop
Maroon 5,One More Night,219546,2012,74,0.716,0.821,92.997,pop
Skrillex,Bangarang (feat. Sirah),215253,2011,70,0.716,0.972,110.026,"hip hop, pop, Dance/Electronic"
The Wanted,Chasing The Sun,198800,2012,69,0.637,0.732,128.108,"pop, Dance/Electronic"
Flo Rida,Whistle,224653,2012,77,0.747,0.937,103.976,"hip hop, pop"
